id,rumour,text,reply_to 
529721493962641408,prince-toronto,@beets But 3rd Eye Girl will be? Did you ask LN if The Artist Formerly Known As #Prince is playing?,"Err, twist? RT @LiveNationON: In response to inquiries, we can confirm that Prince will not be performing at @masseyhall tonight."
500289655829712896,ferguson,@Manning_Eli_1 @TheAnonMessage2  I thought the same thing.,@TheAnonMessage2 yes hat and sandals vs no hat and tennis shoes
524935683908333569,ottawashooting,@globeandmail,#BREAKING news: Shots fired at Parliament Hill. Follow developing story: http://t.co/gPg9nujRvk http://t.co/H0Hw24j5ma
500659341801046017,ferguson,@zadiaz race doesn't matter to me nor should it matter to this case. You are the racist. Facts don't matter 2u Just blindly follow the herd.,@Copscantweet2 are you afraid of admitting you're a racist? Are you afraid of being called a racist?
544402104639827968,sydneysiege,@BBCBreaking they should not be putting this out there. What happens if someone informs the gunman. This could put lives at risk,"Police confirm they are ""monitoring Facebook &amp; Twitter"" after reports hostages are tweeting from inside #sydneysiege http://t.co/z9JrtJ2IN3"
500281136439103489,ferguson,"@Yamiche In case you haven't been told enough, you've done a fantastic job covering this story. Really great work.",Darren Wilson is a six year veteran of the #Ferguson Police and had no disciplinary actions against him.
524949316134535169,ottawashooting,@cnnbrk @CNN @BasedChasen,"Ottawa Police Service: There were ""numerous gunmen"" at the Canada War Memorial shooting. One person was shot. http://t.co/zNhxK6wBoy"
544293230649810944,sydneysiege,@Simon_Cullen @HalaJaber AU GOV and Tony Abbott is responsible for this mess!! AU Gov created the 'Rebels' Frankenstein in Syria!!,Statement from Prime Minister Tony Abbott on Sydney hostage situation. http://t.co/MHkNRZFQWB
553541672471396352,charliehebdo,"“@AP: MORE: France: Shooting, hostage-taking at kosher market in Paris; several reported wounded: http://t.co/wV3Vm1Ue73” this makes me sick","MORE: France: Shooting, hostage-taking at kosher market in Paris; several reported wounded: http://t.co/5300zReVuq"
553503611104542720,charliehebdo,@SaeeinAhmad @BBCBreaking so if they’d stayed at the scene they would have been martyrs?,@BBCBreaking  rubbish! Martyrs don't run away they should have faced consequences immediately.
553170739592179713,charliehebdo,@SkyNews why have these worthless pricks not been taken out yet ?,The #CharlieHebdo attack suspects have reportedly fired shots while robbing a petrol station http://t.co/joSfDCybpI http://t.co/7xQIrb4vbU
500286352605577218,ferguson,@zellieimani That's what you got from those looks like some1 pushing an old lady around.... no?,If there is surveillance of a robbery why release stills and not the video itself? #Ferguson
524981938038534147,ottawashooting,@bernardcolin glad you're safe too!! Was weird to be only car on rideau &amp; not know about the #ottawashooting til afterwards,@mercy2us @RideauCentre Glad you guys are ok.
576281472778182656,putinmissing,So if #RamzanKadyrov had #BorisNemtsov assassinated was it at the direction of Putin or is/was Putin at the direction of FSB/Kadyrov? Hmm,"US Embassy #Moscow cables talk of an operation planned by ""dissidents"" in #Russia to ""overthrow Putin"". http://t.co/hCW0JuZDLk #RussiaCoup"
544452279441829888,sydneysiege,@cnni @CNN @BreakingNewsKE O Lord @Gurmeetramrahim Save All Hostages in Sydney &amp; Turn Militants 2 Righteous Ways @MSGTheFilm #MSGTheFilm 44,BREAKING: Three hostages appear to have escaped the Sydney cafe where a siege remains ongoing. http://t.co/akfqcnbofX #sydneyseige
544345919575949312,sydneysiege,@ehammonds @Mr_Odin @Uber_Sydney @AndrewCrow Being literate in economics is out of favor these days. Bad for politics.,".@Mr_Odin No, they presumed their customers weren't economic illiterates. They presumed wrong. @JonnyPut @Uber_Sydney @AndrewCrow"
500383183217913856,ferguson,@WSJ I believe the robbery actually did happen and is not alleged.,#Ferguson police: Officer involved in fatal shooting of Michael Brown didn't know he was suspect in alleged robbery. http://t.co/L6bieyrz2a
544275161982455808,sydneysiege,Forced to hold #ISIS flag? MT @SkyNewsAust: BREAKING: Hostages held &amp; siege taking place at #Sydney's Lindt Chocolat Cafe in Martin Place.,#BREAKING: Hostages are being held and a siege is taking place at Sydney's Lindt Chocolat Cafe in Martin Place.
553557332261490688,charliehebdo,“@FoxNews: BREAKING: At least 2 killed in #Paris hostage situation via @AFP http://t.co/T72vMccRyQ” when will the craziness end? 😔,BREAKING: At least 2 killed in #Paris hostage situation via @AFP http://t.co/C2WrcWLUZh
552833272724852736,charliehebdo,@RT_com Sickening. Frenchmen must demand and election and voted FN to get those swine out of their country. This is a MUSLIM problem.,URGENT: 3 gunmen involved in deadly attack on #CharlieHebdo - French interior minister http://t.co/3Jsosc7yl3 #Paris http://t.co/9fqT2P6yhV
553587620006346752,charliehebdo,@KayBurley Allegedly?,#CharlieHebdo killers shot dead by police
544463130550489088,sydneysiege,"@smh hardly myths. Merely poor, unconfirmed reporting. #sydneysiege",Sydney airspace wasn't closed. A second terror suspect wasn't arrested. Myths around #sydneysiege debunked. http://t.co/yTLKLUKnFd
553513937246097408,charliehebdo,@cnni Good. Some assistance please Messieurs Les Gendarmes !,"Suspects in #CharlieHebdo attack spoke to police by phone and said they wanted to die as martyrs, says French MP. http://t.co/bGkMtT3lUF"
552814516262555648,charliehebdo,@Chusid2015 @DaliaChai @cnnbrk hehe u Jews are good by changing subjects.open another topic. We are talking of anti semitsm and anti islam,"@hassanbasmer Muslims are being persecuted for their religion? In Pakistan, Nigeria or Paris? @DaliaChai @cnnbrk #CharlieHebdo"
500394434438389760,ferguson,@jelani9 Makes them look inept as well.,"The press conf makes #Ferguson PD look like they've gone from stonewalling to counter punching. We give up a name, we drag his thru the mud."
500308254946516992,ferguson,@JustinGlawe Who are you to expect any type of answer in the first place?,The other day I asked a manager at the #Ferguson Market if police had requested surveillance video. She said no.
500335190146056192,ferguson,@RT_com Urgent: Fearmonger much?,URGENT: Darren Wilson is the police officer who shot Mike Brown http://t.co/RZ1eYcKpiY #Ferguson http://t.co/D2HyKchWvq
580333630913933312,germanwings-crash,@thatjohn @planefinder why would they say urgence in lieu of mayday which is standard ?,"1047 call: DGAC source says pilots called «urgence, urgence» (“emergency, emergency”), as opposed to a mayday call or 7700 squawk. #4U9525"
500301494193627136,ferguson,@DanteB4u Absolutely my point!!  @orangeseahorse,"@orangeseahorse @Alasscan_ - Even if not innocent, no justification for violating rights, removing due process &amp; execution #Ferguson MURDER!"
524930943971504129,ottawashooting,RT @CBCPolitics Soldier shot at National War Memorial in #Ottawa http://t.co/I5GY1kEqfq #cdnpoli #hw,Soldier shot at National War Memorial in Ottawa http://t.co/Sgmcq7gUzf #cdnpoli #hw
553198944998543360,charliehebdo,@hussain_aadil @juliamacfarlane @dangillmor it is not inconceivable that the terrorists were on anti-anxiety meds AND were amp'd.,"@amuse OK. But why precisely an ID, why not Seresta tablets? @juliamacfarlane @dangillmor"
544392141036728321,sydneysiege,@carolinemarcus @TheTodayShow @nswpolice So horrendously terrifying.,"This is shot that captures the #sydneysiege: sheer terror/relief of escaped hostages, incredible work of @nswpolice http://t.co/iCffJZ9NuZ"
544273762921615360,sydneysiege,@WhosFibbing @newscomauHQ what a horrible situation ...just hope it is not ISIL...it will not end well...,"@newscomauHQ @ka_robo That sure looks like an ISIS flag to me! You bastards, don't bring your filthy terror religion to my country!"
500329670232256512,ferguson,@zellieimani only in films. And we're their live entertainment.,How many white celebrities have been CAUGHT shoplifting and end up dead in streets? I'll wait. #Ferguson
544539217725231105,sydneysiege,"@Joyce_Karam @blackrepublican BASTARD whined he was ""tortured"" in prison. Didn't have to jump 2 his death, burn to death or was beheaded","Haron Monis,Hostage-taker in #Sydney: Fled #Iran 96,suspect in ex-wife killing,46 sex assaults http://t.co/3caiB9OnFg http://t.co/vfOXjtrGgZ"
500321279208341504,ferguson,"“@TheRoot: The day #Ferguson cops told a dirty, bloody lie (via @thedailybeast): http://t.co/xSQyio7XC7 http://t.co/igiZCnkWLM” Whoa","The day #Ferguson cops told a dirty, bloody lie (via @thedailybeast): http://t.co/gnAlHsS7tu http://t.co/vpqnDDVd2u"
499435529130504192,ferguson,"@clydetheslyde My column: AN EXECUTION IN FERGUSON: http://t.co/bh8fgwu3gZ 
#ferguson #michaelbrown #policebrutality","Currently the #FoxNews website has zero, repeat, ZERO coverage of the #Ferguson protests, probably due to lack of cowboy hats."
553004470440058881,charliehebdo,@Mama4Obama1 @CAFalk @JeffersonObama R.I.P.,"RT @JeffersonObama: R.I.P. Ahmed Merabet, a French #Muslim Cop, first victim of #CharlieHebdo attack http://t.co/TMQsJCCKB5"
500322402656878592,ferguson,"@DostoevskyShade @140elect 18 is young in absolute terms, an adult legally speaking.  But why pick that out of all that to respond to?",".@140elect @AkaDimiX ""Kid"".  He was just a harmless little baby, just got out of kindergarten..."
553479692133470209,charliehebdo,@NBCNews @DesiNewsyTweets https://t.co/HBo10BBIGD,"BREAKING: Shots fired, hostages taken in manhunt for #CharlieHebdo attackers, police say http://t.co/omBy6Wsgb7 http://t.co/ZbszAHyIzJ"
500368855051804672,ferguson,@ZerlinaMaxwell exactly.,What's so frustrating is that now we are talking about a robbery and not the killing of an unarmed kid. #ferguson
500283535769759744,ferguson,"6 years is a ""veteran""? “@Yamiche: Darren Wilson is a six year veteran of the #Ferguson Police and had no disciplinary actions against him.”",Darren Wilson is a six year veteran of the #Ferguson Police and had no disciplinary actions against him.
544315985164263425,sydneysiege,“@mashable: Uber intros surge pricing in downtown Sydney during hostage siege http://t.co/Hs9OGDzT1e http://t.co/szDW6UpIox” Just not right,Uber intros surge pricing in downtown Sydney during hostage siege http://t.co/XWGe9MpUzU http://t.co/cwhIiozFNr
524926297567293440,ottawashooting,"RT @CBCAlerts: Shooter still on loose after uniformed soldier shot at #Ottawa's War Memorial, across road from Parliament.","Shooter still on loose after uniformed soldier shot at #Ottawa's War Memorial, across road from Parliament. MP's being taken out of offices."
524974608286359552,ottawashooting,"@cherylfolland @amyminsky @GlobalNational Probably meant PM, in the afternoon &gt;.&lt;",@amyminsky @GlobalNational 12:50am??
552814682839326720,charliehebdo,@RT_com Many religions started in mid east.It indicates peoples with no sense of humor.Leave them alone.,"#CHARLIEHEBDO SHOOTING: Gunmen shouted 'we have avenged the prophet"" during attack - reports http://t.co/3Jsosc7yl3 http://t.co/nAerF1Ep7A"
500395926595596288,ferguson,@lilfer1234 @andybankertv @FOX2now you seem to be the only one and that is a testament to your character miss.,@SLEEZAVELLI @andybankertv @FOX2now Not by this kid.
544307827070615553,sydneysiege,"@col_livesey @BasimaFaysal @SkyNewsAust 
It is according to this terrorism expert
http://t.co/vQZimbYwXO",@SkyNewsAust so its not an IS flag - must be a peaceful Islamic extremist group then!
544518918912495616,sydneysiege,@AusNewsNetwork 😖,#BREAKING: At least two people have died following the #SydneySiege. 5 people are being treated by paramedics.
553519787943690242,charliehebdo,RT @AP: French terror suspects want to be martyrs; are holed up with hostage north of Paris: http://t.co/HugPOFmqe8,MORE: Official: French terror suspects want to be martyrs; are holed up with hostage north of Paris: http://t.co/sJXudtGUOV
552798644244860928,charliehebdo,".@Telegraph @acooper3 Well, @SkyNewsBreak are noting that whoever fired those bullets knew how to fire the gun properly. PN office dead?","11 confirmed dead, Francois Hollande to visit scene of attack - latest from Paris: http://t.co/7N7uvClhWY http://t.co/EgmxARAdEP"
500320630156189697,ferguson,@flavius217 @spants @Tom_sveb @rui_xu I don't understand the double standard of wanting all the info about the cop but Brown's past is safe.,@spants @jlpauk @Tom_sveb @rui_xu P MUCH
500714300046974976,ferguson,"@originalgriz @northvalleys99 
we're going to need to try it out, before I comment","If we shot everyone in the street for stealing, imagine the carnage on Wall St. #mikebrown #ferguson"
500298324365160450,ferguson,@von_Steiner @OpFerguson @YourAnonLive Notice the top this says 2nd suspect.  Mike Brown is suspect #1.  Please read everything out there.,"@YourAnonLive @OpFerguson So there are already two different charges!
https://t.co/73iKLAlP3U
And none of them shows Michael Browns name!!!"
544522210388746240,sydneysiege,@Joyce_Karam @HalaGorani in simple word a Mentle,"Haron Monis,Hostage-taker in #Sydney: Fled #Iran 96,suspect in ex-wife killing,46 sex assaults http://t.co/3caiB9OnFg http://t.co/vfOXjtrGgZ"
524928075981918209,ottawashooting,@globeandmail trying to but got this - shameful behaviour http://t.co/BsGTnvDyhc,#BREAKING news: Shots fired at Parliament Hill. Follow developing story: http://t.co/gPg9nujRvk http://t.co/H0Hw24j5ma
500289666290294784,ferguson,@mashable if the officer did his job he would be arrested not murdered. Still the point.,Update: #Ferguson police release stills from convenience store footage showing robbery http://t.co/rl0RgIphUp http://t.co/PHUofG7mJR
500379159965618178,ferguson,@jlpauk @Tom_sveb @rui_xu @flavius217 He admitted they stole cigars to DOJ &amp; StL County PD. He wasn't charged b/c he didn't commit a crime.,@spants @Tom_sveb @rui_xu @flavius217 What they also did was chose to not ignore facts that call in to question the witness' credibility.
524939593196793856,ottawashooting,@HSolway @CBCAlerts we are with you! 🇺🇸🍁,@CBCAlerts Canadians will be vigilant and strong. We won't be 'bullied' and intimidated. #ParliamentHill
525022674599555072,ottawashooting,"@ArmedResearch Hi, can you tell me where  you got the picture?","#ISIS Media account posts picture claiming to be Michael Zehaf-Bibeau, dead #OttawaShooting suspect. #Canada http://t.co/kWam0E4tyX"
524933596113801218,ottawashooting,@globeandmail,#BREAKING news: Shots fired at Parliament Hill. Follow developing story: http://t.co/gPg9nujRvk http://t.co/H0Hw24j5ma
544301643194716160,sydneysiege,"“@PzFeed: BREAKING UPDATE: Gunman says four devices are located around Sydney. Security response underway. Police calling for calm."" 

RIP",BREAKING UPDATE: Gunman says four devices are located around Sydney. Security response underway. Police calling for calm. 9News
553543395717550080,charliehebdo,@FoxNews @Machma7Machos the terrorists need empathy send them to Harvard University,BREAKING: French police tell AP suspects in #CharlieHebdo attack have taken a hostage northeast of Paris.
553464272043638785,charliehebdo,@BBCWorld ☆♡☆ http://t.co/KLDGxCKIb2,Rural region of northern France searched in hunt for #CharlieHebdo gunmen - latest updates http://t.co/7iVIN3nqCv http://t.co/YrdUIOjrZF
499537282177978368,ferguson,@kev_cudi_ crazy right?,@SeanCornholio wow
500313720145207297,ferguson,@rui_xu @flavius217 They can't release shooting info cause they are still interviewing witnesses. Media wanted this info.,@jlpauk @flavius217 They are releasing irrelevant info that doesn't affect the case of Michael Brown's shooting
524959489225940993,ottawashooting,@BBCBreaking what's happening in this world and why this so much haterage everywhere. So sickening😤😤😤,"Police say shots fired at 3 #Ottawa sites -  National War Memorial, Parliament Hill, and now Rideau shopping centre http://t.co/rOnqpUbuqc"
544300106212577280,sydneysiege,"@FoxNews 
STL Dept. Of Corrections 
Off. ADAM JINKERSON
Active Member KKK
#OpKKK #HoodsOff
. http://t.co/tN6IkNogiR","UPDATE: 13 people being held hostage in #Sydney shop, Opera House evacuated after suspicious package found: reports http://t.co/n4D3yGjso9"
524939756455477249,ottawashooting,@dmatthewmillar delete this you idiot,Snipers set up on National Art Gallery as we remain barricaded in Centre Block on Parliament Hill #cdnpoli. http://t.co/lWKaxLI9jO
544310642996301825,sydneysiege,@Simbad_Reb why don't you get off Twitter and protect the next pre-school that will get hit by your infinite number of crazed gunmen,"Good thing Australia has strict gun laws. ""@RT_com: Approximately 50 hostages may be held captive at #Lindt café http://t.co/1RFsbJWl7h”"
525049059321462784,ottawashooting,@chrisjefferson no info yet,"@20committee Oh, so they already know where Z-B had gone to? Any travels to the Levant recently?"
501714124771168257,ferguson,@orangeseahorse Don't understand your argument - we're both on same side. Was repeating what Dorian said. Also Chief walked stmt back later,"@max843 Max are you listening to what the Chief of Police said or do you just want to believe lies? Listen carefully
http://t.co/zIRh6saMex"
498323335965868032,ferguson,"“@MichaelSkolnik: Mike Brown was staying with his grandmother for the summer, who lived in the community. #Ferguson”&lt; 💔😪🙏 sad story","Mike Brown was staying with his grandmother for the summer, who lived in the community. #Ferguson"
552809852834418688,charliehebdo,@keller_lind @cnnbrk Hearts and prayers for families of these police and journalists,@HomefrontHugs @cnnbrk In France all Jewish official buldings including schools have to be tightly secured. Can't have police everywhere...
524960960227078144,ottawashooting,"@cnnbrk looks like Canada caught a case of the United States , 🔫",Senior U.S. official: Canadian government has informed U.S. that one shooter is dead in Ottawa. Live blog: http://t.co/q98AMohu7T
544514420769296384,sydneysiege,@staronline Why release her name? Give her time to heal in privacy. Do you have no ethics?,"Escaped #SydneySiege hostage, Elly Chen, a top student and skilled sportswoman http://t.co/cOyz8N2IMb http://t.co/48YdSm7lJB"
525057624916520960,ottawashooting,@Telegraph @20committee So sad for my great nation.  I am speechless!,Soldier killed in Canada shooting was a young reservist with a six-year-old son http://t.co/83PReIl9XV http://t.co/LVprXOCCF7
544346902439809024,sydneysiege,@nicholasderoose Uber trips out of the CBD today are free to help Sydneysiders get home safely. See http://t.co/UIwoom25Bm,@Uber_Sydney hikes prices during the #sydneysiege. How is that helping? Giving away free rides would help.
553595514739253248,charliehebdo,@jaseblazefan @SkyNewsBreak sod watching them and then them escaping being watched. If they support terrorism. .send them out of our country,@SkyNewsBreak @gazsc go on shoot em again just to make sure
544321229360869376,sydneysiege,".@tomsteinfort Fuck, if I was being held hostage, literally the last person on earth I would want to hear from is that cunt","Ray Hadley says he spoke with hostage, and could hear the gunman in the background barking orders and demanding to go live on air"
524956642454941696,ottawashooting,@DaveBeninger @bebeasley Careful when reporting on life and death. Let's wait until we really know... when the news is not so chaotic,BREAKING NEWS: New York Times is reporting the Canadian soldier who was shot has died from their injuries. Heartbreaking. #cdnpoli #ableg
524926370502430720,ottawashooting,@cmaconthehill this will be spun to restrict law abiding gun owners. Just watch the knee jerk. Crazys and criminals don't follow the laws.,Shots fired on parliament hill after a man walked up with a gun. I'm locked in a security office on parliament hill
500277729863159808,ferguson,@ReutersUS  better than the crap sparking ice buy @VitaminFizz available now on amazon  http://t.co/syBQufr67s,Police in #Ferguson plan to release name of officer who shot unarmed teen Michael Brown: http://t.co/oqns3yVfTx http://t.co/9fb09WUtdN
581283472549023744,germanwings-crash,@UlrichJvV @affinity292 how many 'nazis' did leebowitz kill ?https://t.co/bZdlBn9qiF,"Heart goes out to 148 passengers and crew of Germanwings Airbus A320 that has crashed in French Alps, Southern France http://t.co/K7fmJLRt4G"
500279384075685888,ferguson,@ReutersUS http://t.co/KgeCZVWWLp,Police in #Ferguson plan to release name of officer who shot unarmed teen Michael Brown: http://t.co/oqns3yVfTx http://t.co/9fb09WUtdN
524983715832029184,ottawashooting,@cnnbrk hope they die fuck canada,"Police now say there were two shooting incidents in Ottawa: one at the war memorial, the other on Parliament Hill. http://t.co/q98AMohu7T"
544292581950357504,sydneysiege,@JSchoenberger7 @TheAnonMessage not an Isis flag. Just an Islamic one. Stop spreading false rumors.,@TheAnonMessage ISIS flag supposedly put in window.
525004768415322112,ottawashooting,"@lifebythecreek , you pick a fight with people you better expect something in return , we use to be peacekeepers ,so be careful what you get",@ChristoferU @CBCAlerts @CBCNews Seriously? Likelihood that it's an ISIS attack and THIS is your response???
544309882673844224,sydneysiege,"@RT_com - ""Approximately 50 hostages"", in the article linked the first few lines says the number is closer to 13.",Approximately 50 hostages may be held captive at #Lindt café – local reports http://t.co/1ZlzKDjvSf #sydneysiege http://t.co/NvLr5kyQG8
501295330210885632,ferguson,"@max843 @DanteB4u @Alasscan_ Who is 'other person?' 1st police LIE saying friend confessed. Under pressure, they now say he was not involved","@orangeseahorse Heard that friend was not going to be ""charged"" in any robbery since video shows it was other person @DanteB4u @Alasscan_"
500288465355816960,ferguson,@TheAnonMessage2 Yeah. @donlemon just did on CNN.,Did anyone think of comparing the clothes that #MikeBrown was wearing when he was laying on the street to the security footage? #Ferguson
552807952315207680,charliehebdo,@SuzanneCarbone @JulieOMarshall @Colvinius @LePoint https://t.co/Mqm0jWCWYU,RIP satire “@Colvinius: “@LePoint: #CharlieHebdo : “The cartoonists Charb &amp; Cabu are dead.” http://t.co/jR6enECfXS http://t.co/h55q9S8vNO””
544340392712208384,sydneysiege,@Umair_Bilal @Uber_Sydney I'm baffled by how few of its customers actually know how Uber works.,@Uber_Sydney that's like the most confusing statement ever. The social media department of Uber Sydney is high or something?
500316896299061248,ferguson,@YourAnonLive @OpFerguson No but it def softens the blow.,"Possible ""robbery"" took place and BAM! Like magic it's as if another UNARMED black youth being murdered has been forgotten #smh #Ferguson"
580954155092549632,germanwings-crash,@buzzfeednews This sounds like pilot suicide.,Report: Co-Pilot Locked Out Of Cockpit Before Fatal Plane Crash http://t.co/aXGQuacv2E #Germanwings http://t.co/T80L7BhXX6
553551580801536000,charliehebdo,@BklynMiddleton rather than being a 'lone-wolf copy-cat' the fact the attacker is so well-armed points to a far more worrying escalation.,*Mutes Universe*
500320602520293376,ferguson,@flavius217 Agree. Not worth the bullets whatsoever.,@dissuade it's also pretty upsetting that a kid was summarily executed for maybe stealing a pack of cigars.
544306571350921216,sydneysiege,@BlueTieBloke @SkyNewsAust @ka_robo @liztilley84 @riwired Agree when left/muslims deny IS is islamic it is a clear cut case of #Islamaphobia,@SkyNewsAust @ka_robo @liztilley84  So it's not ISIS but Islam in general. Much better... #leftards better think up a new word #islamaphobia
524946532416884736,ottawashooting,@CBCAlerts Hunt them down like the animals that they are!!,Recap: Gunman shot dead inside Parliament buildings; police believe there may be others on loose. Cdn soldier shot earlier at War Memorial.
544346925118394368,sydneysiege,@Umair_Bilal Uber trips out of the CBD today are free to help Sydneysiders get home safely. See http://t.co/UIwoom25Bm,@Uber_Sydney that's like the most confusing statement ever. The social media department of Uber Sydney is high or something?
524934820124975106,ottawashooting,@dmatthewmillar @gregobr Might be a good idea to not tweet about police movement/location?,Snipers set up on National Art Gallery as we remain barricaded in Centre Block on Parliament Hill #cdnpoli. http://t.co/lWKaxLI9jO
500301956989349888,ferguson,"@zadiaz @TracyMo53321503 @mashable Wait, so why didn't we shoot down the ARMED (white) men who shot up theaters and schools?",@TracyMo53321503 @mashable are you justifying the murder of an unarmed ADULT?
524954074262011904,ottawashooting,@BBCBreaking The Religion of Peace I am guessing.,Watch video showing gunfire inside Canada's parliament in Ottawa http://t.co/CJpXNAk8nS http://t.co/hxwr2NEr2K
544516094133035008,sydneysiege,"@FoxNews   Boil him in pig fat, I.e. Lard.","#SydneySiege: Latest video of hostages escaping.
https://t.co/eFfgSbt2hO"
552840158329200640,charliehebdo,@MashableNews @mashable  I hope They are taken alive,Stills from eyewitness video show two #CharlieHebdo attackers wearing hoods &amp; black clothing shoot a wounded man http://t.co/IX8Wys3p5M
500358331073318912,ferguson,"“@ComplexMag: In 2009, #Ferguson police beat a man and charged him for bleeding on them: http://t.co/a9THTWZoHf” still trust them??????????","In 2009, #Ferguson police beat a man and charged him for bleeding on them: http://t.co/KzF6Z1l0UK"
552851266754596865,charliehebdo,"@Slate @zaidbenjamin Identified themselves ? You having a laugh, so how come they didn't get shot too ? :/ #France",Witnesses say the Charlie Hebdo gunmen identified themselves as members of al-Qaida: http://t.co/WSEe7PGIdY http://t.co/fTzk4xzZIr
529723119913951232,prince-toronto,@LiveNationON @masseyhall Tomorrow Night?,"In response to inquiries, we can confirm that Prince will not be performing at @masseyhall tonight."
544293748377518080,sydneysiege,@SharriMarkson   You are a danger to the rest of society. Stop posting pics without any verification &amp; creating panic.,"According to Seven, this is a picture of the gunman http://t.co/3Zor3gSOSO"
524976772535037952,ottawashooting,"@CBCAlerts Elderly people are subjected to toxic poison 10.2 times legal limits but that does not seem important to CBC, CBS, or TC.",#NHL cancels tonight's game between #Ottawa and #Toronto due to today's shootings. Senators were to host Maple Leafs.
552802770873761793,charliehebdo,"@khadij_s @cocoa_ktr nah not even on that man, habibi marseille 💕",@Telegraph lol nd u lot wanted to go paris to get our headgears ripped off @_naboox @cocoa_ktr
553161275904376832,charliehebdo,“@ABC: French police: Said Kouachi and Cherif Kouachi wanted in Paris terror attack: http://t.co/23BDQCtwKF http://t.co/frcpBYLfxH”catch him,French police: Said Kouachi and Cherif Kouachi wanted in Paris terror attack: http://t.co/0WbSnKIrgE http://t.co/wjmMg9LveB
524944680971415552,ottawashooting,"“@CBCOttawa: CONFIRMED | 1 shooter shot dead at Parliament Hill, but there is more than 1 suspect. #cbcOTT #OTTnews” @JohnJeddore","CONFIRMED | 1 shooter shot dead at Parliament Hill, but there is more than 1 suspect. #cbcOTT #OTTnews"
544320911554265088,sydneysiege,@tomsteinfort @Channel9 Do we know the person has a gun?,"Ray Hadley says he spoke with hostage, and could hear the gunman in the background barking orders and demanding to go live on air"
581294486472421376,germanwings-crash,@daxtonbrown Can any Muslim be trusted.  The Obama administration is full of them.,GERMAN NEWS: Co-Pilot of Germanwings Airbus Was MUSLIM CONVERT. Can any muslim be trusted near an airplane now?
544500025016197121,sydneysiege,"@ian_swann @Wossyboo92 @SkyNews This has nothing to do with Islam, just like ISIS...",@Wossyboo92 @SkyNews If they shoot him in the head no bomb will go off. Islamic scum. These wankers are deranged.
500365021965455360,ferguson,@ZerlinaMaxwell agreed - but it can't be ignored,What's so frustrating is that now we are talking about a robbery and not the killing of an unarmed kid. #ferguson
500699046181621760,ferguson,"@TheDailyEdge @marstu67 @MHPshow #nerdland @RealAlexJones #mediabuzz 
#ANHQDC @MikeHuckabeeNH","Remarkably, despite the military-style police presence in #Ferguson, a known killer was able to skip town http://t.co/lDGjp6Wt1j"
553554620229115905,charliehebdo,@JeromePio Thanks 4 the clarification. Many ideas being floated by the media right now. Wish they wouldn't do this. @intelwire @ShirazMaher,@cldaymon @intelwire @ShirazMaher Previous connections about plot to freed a terrorist involved in 1995 Paris attack. Otherwise not yet.
500322928060563457,ferguson,"@AkaDimiX @140elect I was like, WTF, you could just wring a little kids neck, no need for a gun.  Until we find out the guy is frigging 6'2",@DostoevskyShade @140elect like me mistakenly calling an 18 year old a kid is worse than the other 4 points?
544513179058208769,sydneysiege,"“@FoxNews: Hostages fleeing #Sydney cafe held by Iranian gunman as explosions, gunshots are heard: http://t.co/NSv8EBl6AC” #TurningPoint","UPDATE: Hostages fleeing #Sydney cafe held by Iranian gunman as explosions, gunshots are heard: http://t.co/WrPVZSJHlX"
552824073244246016,charliehebdo,@HuffPostUK Cabu was a cartoonist in my generation TV children show...its going to impact so much #nohate please #nohate,"4 #CharlieHebdo cartoonists killed:

- Charb
- Cabu
- Tignous
- Georges Wolinski

#JeSuisCharlie http://t.co/QbaEYog2S2"
500310820635815937,ferguson,"@YourAnonLive Good job, faggots. You IDd the wrong man.","Possible ""robbery"" took place and BAM! Like magic it's as if another UNARMED black youth being murdered has been forgotten #smh #Ferguson"
500290809678536705,ferguson,@TracyMo53321503 @zadiaz @mashable what point are you making about the photo?,"@drpolson @zadiaz @mashable You are a Peter Piper follower. Monkey see, monkey do."
544281086705299457,sydneysiege,@mscott thanks,Geoblock lifted on #ABCNews24. Streaming coverage of the Martin Place siege in Sydney here  http://t.co/HvQuvP4SIb.
553504019742990336,charliehebdo,"@Wend999 @BBCBreaking 
Punk Cowards","@BBCBreaking No martyrs there, just cowards."
500281521841139712,ferguson,"@DanteB4u I could not agree more, it just plain sounds preposterous. And why did he NOT get OUT of the car. It has to be a huge LIE.","Question for #Ferguson police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road? LIE"
544292117527289856,sydneysiege,@SharriMarkson  looks like a bikie,"According to Seven, this is a picture of the gunman http://t.co/3Zor3gSOSO"
500320646396518400,ferguson,@PrisonPlanet except molotov cocktails. Molotov cocktails justify snipers...,"Reminder: Forget the robbery, forget the minor looting. NOTHING justifies militarized police pointing sniper rifles at journalists #Ferguson"
552851028287422464,charliehebdo,"@mohamudaish @hassanbasmer @cnnbrk settle down just came back from emirates,arabs r just fine its these brainwashed moooslims that r cause",@signlab9 @hassanbasmer @cnnbrk so is free speach
524970424246226945,ottawashooting,@rikermacdaniels @CBCAlerts @CBCNews @JustinTrudeau you are too ignorant to understand that extremism has always been there. Blame Harper,@DaryusAzad @CBCAlerts @CBCNews @JustinTrudeau your defense and justification of Islamic terrorism is disgusting
